# ppms_temperature_set_stable_set	srdc_volt_set	lockin1_X	lockin1_Y	lockin2_X	lockin2_Y
# "Temperature"	"volt"	"X"	"Y"	"X"	"Y"
# 49	641
22	-8	9.23876e-07	-3.35278e-08	1.23075e-06	-8.84761e-08
22	-7.975	9.16425e-07	-3.81845e-08	1.27638e-06	-1.13156e-07
22	-7.95	9.18288e-07	-6.7987e-08	1.28151e-06	-6.00708e-08
22	-7.925	9.56476e-07	-4.19097e-08	1.24984e-06	-6.56587e-08
22	-7.9	8.95936e-07	-5.21543e-08	1.26148e-06	-1.06637e-07
22	-7.875	9.3412e-07	-5.58796e-08	1.25124e-06	-8.10255e-08
22	-7.85	9.11768e-07	-4.37724e-08	1.24658e-06	-1.17347e-07
22	-7.825	8.8476e-07	-1.95579e-08	1.25683e-06	-8.56821e-08
22	-7.8	8.9873e-07	-3.72531e-08	1.25357e-06	-1.04774e-07
22	-7.775	8.96867e-07	-5.30856e-08	1.26567e-06	-9.59267e-08
22	-7.75	8.83829e-07	-1.01515e-07	1.25869e-06	-9.77893e-08
22	-7.725	8.72653e-07	-9.6858e-08	1.27126e-06	-7.68346e-08
22	-7.7	8.83829e-07	-4.00471e-08	1.26614e-06	-8.70791e-08
22	-7.675	8.74516e-07	-8.00942e-08	1.2708e-06	-1.11759e-07
22	-7.65	8.88485e-07	-2.60771e-08	1.27126e-06	-1.07568e-07
22	-7.625	8.62408e-07	-3.53905e-08	1.27173e-06	-8.24225e-08
22	-7.6	8.81035e-07	-8.00942e-08	1.28151e-06	-9.6858e-08
22	-7.575	8.66134e-07	-6.61244e-08	1.24286e-06	-1.085e-07
22	-7.55	8.62408e-07	-4.93603e-08	1.26521e-06	-9.77893e-08
22	-7.525	8.93142e-07	-7.35749e-08	1.28523e-06	-1.16881e-07
22	-7.5	8.41919e-07	-7.45063e-08	1.27918e-06	-8.75448e-08
22	-7.475	8.75447e-07	-4.74977e-08	1.25543e-06	-7.54376e-08
22	-7.45	8.76378e-07	-5.68109e-08	1.24286e-06	-8.10255e-08
22	-7.425	8.79172e-07	-1.58326e-08	1.29687e-06	-4.33067e-08
22	-7.4	8.69859e-07	-3.07339e-08	1.2517e-06	-8.14912e-08
22	-7.375	8.53095e-07	-7.45063e-08	1.25031e-06	-8.75448e-08
22	-7.35	8.79172e-07	-8.28882e-08	1.20188e-06	-7.0781e-08
22	-7.325	8.4937e-07	-4.93603e-08	1.268e-06	-5.72766e-08
22	-7.3	8.61477e-07	-1.02446e-08	1.30526e-06	-1.21073e-07
22	-7.275	8.47507e-07	-1.95579e-08	1.31084e-06	-1.0524e-07
22	-7.25	8.46576e-07	-4.19097e-08	1.2694e-06	-1.45287e-07
