# ppms_field_set_stable_set	srdc_volt_set	lockin1_X	lockin1_Y	lockin2_X	lockin2_Y
# "Magnetic Field"	"volt"	"X"	"Y"	"X"	"Y"
# 181	201
0	-5	3.40568e-05	-3.50179e-06	2.5794e-05	-5.16328e-06
0	-4.95	3.43027e-05	-3.57629e-06	2.62411e-05	-5.28249e-06
0	-4.9	3.45411e-05	-3.61355e-06	2.69489e-05	-5.42405e-06
0	-4.85	3.51148e-05	-3.65825e-06	2.77535e-05	-5.62522e-06
0	-4.8	3.57109e-05	-3.80726e-06	2.8357e-05	-5.88599e-06
0	-4.75	3.6225e-05	-3.86688e-06	2.91319e-05	-6.0946e-06
0	-4.7	3.6441e-05	-3.86688e-06	2.99142e-05	-6.21381e-06
0	-4.65	3.66794e-05	-4.04569e-06	3.08531e-05	-6.59379e-06
0	-4.6	3.70147e-05	-4.03079e-06	3.16727e-05	-7.03338e-06
0	-4.55	3.72308e-05	-4.27666e-06	3.2604e-05	-7.72631e-06
0	-4.5	3.74319e-05	-4.50018e-06	3.32596e-05	-8.43412e-06
0	-4.45	3.76778e-05	-4.68644e-06	3.38929e-05	-9.02271e-06
0	-4.4	3.80429e-05	-4.82055e-06	3.43698e-05	-9.43994e-06
0	-4.35	3.86985e-05	-4.96212e-06	3.46529e-05	-9.74542e-06
0	-4.3	3.95554e-05	-4.96957e-06	3.5465e-05	-9.5666e-06
0	-4.25	4.01738e-05	-4.98447e-06	3.62697e-05	-9.73797e-06
0	-4.2	4.11349e-05	-5.09623e-06	3.67241e-05	-9.81992e-06
0	-4.15	4.21333e-05	-5.08878e-06	3.77374e-05	-9.67091e-06
0	-4.1	4.3236e-05	-5.14093e-06	3.87209e-05	-9.58896e-06
0	-4.05	4.46292e-05	-5.13348e-06	3.96597e-05	-9.35054e-06
0	-4	4.59629e-05	-5.23779e-06	3.98757e-05	-9.09722e-06
0	-3.95	4.68718e-05	-5.25269e-06	3.93989e-05	-8.67998e-06
0	-3.9	4.81086e-05	-5.357e-06	3.8557e-05	-8.52352e-06
0	-3.85	4.93827e-05	-5.54326e-06	3.78045e-05	-8.55332e-06
0	-3.8	5.06269e-05	-5.84873e-06	3.72606e-05	-8.55332e-06
0	-3.75	5.23778e-05	-5.97539e-06	3.69402e-05	-8.38941e-06
0	-3.7	5.38307e-05	-6.13931e-06	3.60461e-05	-8.17335e-06
0	-3.65	5.49036e-05	-6.25852e-06	3.4936e-05	-7.90512e-06
0	-3.6	5.61702e-05	-6.47458e-06	3.44368e-05	-7.79337e-06
0	-3.55	5.72579e-05	-6.55654e-06	3.44517e-05	-7.73376e-06
0	-3.5	5.83383e-05	-6.67575e-06	3.4705e-05	-7.73376e-06
0	-3.45	5.94782e-05	-6.83221e-06	3.55768e-05	-7.92003e-06
0	-3.4	6.06107e-05	-6.90672e-06	3.68881e-05	-8.10629e-06
0	-3.35	6.13485e-05	-7.03338e-06	3.86687e-05	-8.50117e-06
0	-3.3	6.24587e-05	-7.18984e-06	4.01067e-05	-8.8141e-06
0	-3.25	6.41574e-05	-7.42826e-06	4.13212e-05	-9.16427e-06
0	-3.2	6.46939e-05	-7.65926e-06	4.26101e-05	-9.76032e-06
0	-3.15	6.41649e-05	-7.77101e-06	4.25058e-05	-1.01552e-05
0	-3.1	6.40159e-05	-8.00198e-06	4.18576e-05	-1.05575e-05
0	-3.05	6.44107e-05	-8.11374e-06	4.13659e-05	-1.04085e-05
0	-3	6.48652e-05	-8.14354e-06	4.03824e-05	-1.01999e-05
0	-2.95	6.52154e-05	-8.14354e-06	3.94287e-05	-9.84228e-06
0	-2.9	6.60126e-05	-7.93493e-06	3.81323e-05	-9.11212e-06
0	-2.85	6.71973e-05	-8.04669e-06	3.61355e-05	-8.47882e-06
0	-2.8	6.80541e-05	-8.07649e-06	3.44368e-05	-8.05414e-06
0	-2.75	6.8747e-05	-8.17335e-06	3.23209e-05	-7.65926e-06
0	-2.7	7.03637e-05	-8.35961e-06	3.02122e-05	-7.17494e-06
0	-2.65	7.09747e-05	-8.49372e-06	2.87445e-05	-6.86201e-06
0	-2.6	7.02371e-05	-8.41921e-06	2.77386e-05	-6.73535e-06
0	-2.55	6.97603e-05	-8.45647e-06	2.68148e-05	-6.56399e-06
0	-2.5	6.81956e-05	-8.17335e-06	2.5794e-05	-6.18401e-06
0	-2.45	6.64671e-05	-7.89767e-06	2.48255e-05	-5.91579e-06
0	-2.4	6.61989e-05	-7.90512e-06	2.40208e-05	-5.79658e-06
0	-2.35	6.72345e-05	-8.2702e-06	2.37749e-05	-5.95304e-06
0	-2.3	6.86054e-05	-8.67253e-06	2.3529e-05	-6.20636e-06
0	-2.25	6.73239e-05	-8.8141e-06	2.3313e-05	-6.50439e-06
0	-2.2	6.57816e-05	-9.01526e-06	2.31938e-05	-6.83221e-06
0	-2.15	6.53793e-05	-9.5815e-06	2.29628e-05	-7.69651e-06
0	-2.1	6.3539e-05	-9.69326e-06	2.28585e-05	-8.2404e-06
0	-2.05	6.20116e-05	-9.44739e-06	2.3015e-05	-8.2553e-06
0	-2	6.3159e-05	-9.30583e-06	2.32012e-05	-7.88277e-06
0	-1.95	6.42766e-05	-9.16427e-06	2.3164e-05	-7.39101e-06
0	-1.9	6.2794e-05	-8.67998e-06	2.29703e-05	-7.10043e-06
0	-1.85	6.10505e-05	-8.36706e-06	2.32608e-05	-7.09298e-06
0	-1.8	5.9888e-05	-8.03923e-06	2.35514e-05	-7.04083e-06
0	-1.75	5.86587e-05	-7.68161e-06	2.34843e-05	-6.70555e-06
0	-1.7	5.82563e-05	-7.52512e-06	2.3164e-05	-6.45223e-06
