# ppms_field_set_stable_set	srdc_volt_set	lockin1_X	lockin1_Y	lockin2_X	lockin2_Y
# "Magnetic Field"	"volt"	"X"	"Y"	"X"	"Y"
# 181	561
0	7	-7.34334e-05	-0.000546101	1.08556e-05	-1.40742e-05
0	6.975	-0.000221581	-0.000546101	1.39326e-05	-1.57134e-05
0	6.95	-0.000203461	-0.000546101	1.95281e-05	-2.113e-05
0	6.925	-0.000108481	-0.000546101	5.36444e-05	-5.49557e-05
0	6.9	-0.000311287	-0.000330778	0.000218437	-0.000218445
0	6.875	-9.93316e-05	-0.000546101	0.000218437	-0.000218445
0	6.85	-0.000184954	-0.000546101	0.000218437	-0.000218445
0	6.825	-0.000297876	-0.000546101	0.000218437	-0.000218445
0	6.8	-0.000494424	-0.000546101	0.000218437	-0.000218445
0	6.775	-0.000123859	-0.000299605	2.49819e-05	-0.000218445
0	6.75	-0.000146241	0.000132502	0.000218437	-0.000218445
0	6.725	-0.000141234	0.000174762	0.000218437	-0.000218445
0	6.7	-0.000134171	0.000196845	0.000218437	-0.000218445
0	6.675	-0.000127287	5.33762e-05	0.000218437	-0.000218445
0	6.65	-0.000157327	9.40566e-05	0.000218437	-0.000218445
0	6.625	-0.000148655	0.000163586	0.000218437	-0.000218445
0	6.6	-0.000147373	0.000141085	0.000218437	-0.000218445
0	6.575	-0.000115753	9.95403e-06	0.000218437	-0.000218445
0	6.55	-3.11139e-05	-4.83694e-05	0.000218437	-0.000218445
0	6.525	-0.000119895	1.19806e-05	0.000218437	-0.000218445
0	6.5	-7.07512e-05	-2.60771e-05	0.000218437	-0.000158624
0	6.475	-2.81335e-05	-5.03066e-05	0.000218437	-0.000135959
0	6.45	-3.42728e-06	-5.81744e-05	0.000218437	-0.00012295
0	6.425	9.03016e-06	-6.00221e-05	0.000195288	-9.92422e-05
0	6.4	-2.7299e-05	-3.98459e-05	0.000218437	-0.000102595
0	6.375	-1.2666e-05	-4.56574e-05	0.000218437	-0.000107743
0	6.35	-5.129e-05	-1.43946e-05	0.000218437	-0.000142374
0	6.325	2.54811e-05	-5.09324e-05	0.000194022	-9.85418e-05
0	6.3	3.18291e-05	-4.64323e-05	0.000151337	-8.26498e-05
0	6.275	1.26064e-05	-4.03526e-05	0.000137524	-6.89779e-05
0	6.25	-4.44058e-06	-2.6554e-05	0.000134864	-7.44169e-05
0	6.225	1.88054e-05	-4.12764e-05	0.000119217	-6.63255e-05
0	6.2	3.96373e-05	-4.22599e-05	0.000128658	-9.26037e-05
0	6.175	4.14851e-05	-4.03824e-05	0.000142449	-0.000116088
0	6.15	4.23493e-05	-4.24685e-05	0.000158184	-0.000137956
0	6.125	3.8624e-05	-3.79982e-05	0.000131355	-0.000119791
0	6.1	4.04122e-05	-3.66869e-05	0.000116088	-9.88548e-05
