# ppms_temperature_set_stable_set	srdc_volt_set	lockin1_X	lockin1_Y	lockin2_X	lockin2_Y
# "Temperature"	"volt"	"X"	"Y"	"X"	"Y"
# 49	661
22	-8.25	8.70234e-06	-1.07289e-06	2.02657e-06	-2.3842e-07
22	-8.225	9.17917e-06	-1.07289e-06	2.08618e-06	-2.3842e-07
22	-8.2	9.5368e-06	-1.07289e-06	2.08618e-06	-2.3842e-07
22	-8.175	1.00136e-05	-1.07289e-06	2.08618e-06	-2.98025e-07
22	-8.15	1.04905e-05	-1.31131e-06	2.08618e-06	-2.98025e-07
22	-8.125	1.09673e-05	-1.31131e-06	2.14578e-06	-2.3842e-07
22	-8.1	1.15634e-05	-1.43052e-06	2.14578e-06	-2.98025e-07
22	-8.075	1.23978e-05	-1.43052e-06	2.20539e-06	-2.98025e-07
22	-8.05	1.31131e-05	-1.54973e-06	2.26499e-06	-2.98025e-07
22	-8.025	1.39475e-05	-1.66894e-06	2.3246e-06	-2.98025e-07
22	-8	1.49012e-05	-1.66894e-06	2.3246e-06	-3.5763e-07
22	-7.975	1.59742e-05	-1.90736e-06	2.3246e-06	-3.5763e-07
22	-7.95	1.71663e-05	-2.02657e-06	2.3842e-06	-3.5763e-07
22	-7.925	1.85968e-05	-2.26499e-06	2.3842e-06	-3.5763e-07
22	-7.9	2.02657e-05	-2.50341e-06	2.50341e-06	-3.5763e-07
22	-7.875	2.2173e-05	-2.74183e-06	2.50341e-06	-3.5763e-07
22	-7.85	2.4438e-05	-2.98025e-06	2.56301e-06	-3.5763e-07
22	-7.825	2.71798e-05	-3.33787e-06	2.62262e-06	-3.5763e-07
22	-7.8	3.05178e-05	-3.81473e-06	2.62262e-06	-3.5763e-07
22	-7.775	3.49286e-05	-4.52998e-06	2.68222e-06	-4.17234e-07
22	-7.75	4.04122e-05	-5.36445e-06	2.74183e-06	-3.5763e-07
22	-7.725	4.76839e-05	-6.43733e-06	2.80143e-06	-4.17234e-07
22	-7.7	5.71015e-05	-8.10629e-06	2.86104e-06	-4.17234e-07
22	-7.675	6.99763e-05	-1.06097e-05	2.92064e-06	-4.17234e-07
22	-7.65	8.82153e-05	-1.43052e-05	3.09946e-06	-4.17234e-07
22	-7.625	0.00011623	-2.12194e-05	3.15906e-06	-5.36445e-07
22	-7.6	0.000159741	-3.39749e-05	3.27827e-06	-5.9605e-07
22	-7.575	0.000227691	-5.90088e-05	3.45708e-06	-7.15259e-07
22	-7.55	0.00033343	-0.000111938	3.6359e-06	-9.53682e-07
22	-7.525	0.000512484	-0.00024283	3.75511e-06	-1.1325e-06
22	-7.5	0.000745539	-0.000542048	3.75511e-06	-1.60933e-06
22	-7.475	0.000816945	-0.000743154	3.75511e-06	-1.84775e-06
22	-7.45	0.000820521	-0.000723366	3.87433e-06	-1.90736e-06
22	-7.425	0.000801686	-0.000681404	3.99354e-06	-1.90736e-06
22	-7.4	0.000761393	-0.000582222	4.23196e-06	-1.90736e-06
22	-7.375	0.000700001	-0.000471117	4.58959e-06	-1.84775e-06
22	-7.35	0.000652675	-0.000406386	4.88761e-06	-1.90736e-06
22	-7.325	0.000617389	-0.000362875	5.18563e-06	-1.90736e-06
22	-7.3	0.000590686	-0.000331881	5.42405e-06	-1.96697e-06
22	-7.275	0.000567917	-0.000306966	5.72208e-06	-1.96697e-06
22	-7.25	0.000544433	-0.000283005	6.0201e-06	-2.08618e-06
22	-7.225	0.000528339	-0.000270488	6.31812e-06	-2.14578e-06
22	-7.2	0.000520829	-0.000264527	6.85456e-06	-2.3842e-06
22	-7.175	0.000521902	-0.000265004	7.39101e-06	-2.62262e-06
22	-7.15	0.000521425	-0.000266792	8.04669e-06	-2.86104e-06
22	-7.125	0.000522975	-0.000270369	8.64273e-06	-3.15906e-06
22	-7.1	0.000523452	-0.000270488	9.41759e-06	-3.45708e-06
22	-7.075	0.000523452	-0.000270607	1.02521e-05	-3.75511e-06
22	-7.05	0.000523452	-0.000270845	1.12057e-05	-4.05314e-06
22	-7.025	0.00052226	-0.000271322	1.23978e-05	-4.47038e-06
22	-7	0.000518207	-0.000269653	1.37091e-05	-4.94721e-06
22	-6.975	0.000510219	-0.000264527	1.53781e-05	-5.48366e-06
22	-6.95	0.000500206	-0.000258686	1.76431e-05	-6.13931e-06
22	-6.925	0.000486972	-0.000251295	2.08021e-05	-7.15259e-06
22	-6.9	0.000474097	-0.000244381	2.56301e-05	-8.52352e-06
22	-6.875	0.000461461	-0.000238896	3.45113e-05	-1.10269e-05
22	-6.85	0.000444176	-0.000234009	5.60286e-05	-1.75835e-05
22	-6.825	0.000411632	-0.000228764	0.000108839	-3.52266e-05
22	-6.8	0.00038469	-0.000224472	0.000149668	-4.8876e-05
22	-6.775	0.000370981	-0.000216843	0.000158013	-4.96509e-05
22	-6.75	0.000349047	-0.000200153	0.00016302	-4.98893e-05
22	-6.725	0.000329616	-0.000184775	0.000166298	-5.01873e-05
22	-6.7	0.000312569	-0.00017047	0.000168444	-5.10218e-05
22	-6.675	0.000295045	-0.000157476	0.000172199	-5.3108e-05
22	-6.65	0.000277163	-0.000145317	0.000178219	-5.60286e-05
22	-6.625	0.000261666	-0.000135423	0.000186563	-6.06182e-05
22	-6.6	0.000247838	-0.000127078	0.000193537	-6.47311e-05
22	-6.575	0.000236751	-0.000120283	0.000199021	-6.75921e-05
22	-6.55	0.000227095	-0.000114561	0.000204683	-7.02147e-05
22	-6.525	0.000219346	-0.000110269	0.000209332	-7.24201e-05
22	-6.5	0.000213386	-0.000107527	0.000214101	-7.51023e-05
22	-6.475	0.000210882	-0.000106931	0.000222326	-7.95131e-05
22	-6.45	0.000212313	-0.00011015	0.000240744	-9.00631e-05
22	-6.425	0.000215054	-0.00011468	0.000262978	-0.000103355
22	-6.4	0.000215054	-0.000115872	0.0002687	-0.000107229
22	-6.375	0.000213743	-0.00011468	0.000262501	-0.000103713
22	-6.35	0.000211717	-0.000113011	0.000254514	-9.93018e-05
22	-6.325	0.000208379	-0.000110507	0.000241042	-9.203e-05
22	-6.3	0.000205875	-0.000107289	0.000224532	-8.30893e-05
22	-6.275	0.000204564	-0.000103951	0.000205995	-7.39102e-05
22	-6.25	0.000203134	-0.00010109	0.000192047	-6.73537e-05
22	-6.225	0.000202299	-9.87058e-05	0.000181735	-6.23469e-05
22	-6.2	0.000201226	-9.62024e-05	0.000174583	-5.90088e-05
22	-6.175	0.000200511	-9.41758e-05	0.000168384	-5.60882e-05
22	-6.15	0.000199915	-9.19108e-05	0.000162543	-5.32868e-05
22	-6.125	0.000199915	-8.98843e-05	0.000157357	-5.06046e-05
22	-6.1	0.000200153	-8.80961e-05	0.000153006	-4.8578e-05
