# ppms_field_set_stable_set	srdc_volt_set	lockin1_X	lockin1_Y	lockin2_X	lockin2_Y
# "Magnetic Field"	"volt"	"X"	"Y"	"X"	"Y"
# 181	201
0	-10	6.44033e-05	-4.32137e-06	2.06978e-05	-1.24425e-06
0	-9.9	6.18999e-05	-4.05314e-06	2.06978e-05	-1.25916e-06
0	-9.8	6.27344e-05	-5.42405e-06	2.06978e-05	-1.2517e-06
0	-9.7	6.45225e-05	-6.94397e-06	2.07723e-05	-1.29641e-06
0	-9.6	6.67875e-05	-7.03338e-06	2.10257e-05	-1.33366e-06
0	-9.5	6.84564e-05	-5.42405e-06	2.10853e-05	-1.26661e-06
0	-9.4	6.85756e-05	-4.11275e-06	2.12119e-05	-1.26661e-06
0	-9.3	6.75623e-05	-2.56301e-06	2.12566e-05	-1.1474e-06
0	-9.2	6.64894e-05	-1.78815e-06	2.0817e-05	-1.2219e-06
0	-9.1	6.48503e-05	-3.15906e-06	2.05116e-05	-1.28151e-06
0	-9	6.50291e-05	-4.94721e-06	2.02657e-05	-1.18465e-06
0	-8.9	6.72047e-05	-7.03338e-06	1.9774e-05	-1.18465e-06
0	-8.8	6.86054e-05	-7.3612e-06	1.93344e-05	-1.13995e-06
0	-8.7	7.093e-05	-7.51021e-06	1.89991e-05	-1.1921e-06
0	-8.6	7.32844e-05	-6.40753e-06	1.86936e-05	-1.11014e-06
0	-8.5	7.4089e-05	-4.52998e-06	1.86117e-05	-1.1623e-06
0	-8.4	7.25691e-05	-2.62262e-06	1.86042e-05	-1.15485e-06
0	-8.3	7.1228e-05	-2.86104e-06	1.86787e-05	-1.1325e-06
0	-8.2	6.97975e-05	-4.50018e-06	1.85893e-05	-1.1474e-06
0	-8.1	7.03041e-05	-6.25852e-06	1.86191e-05	-1.207e-06
0	-8	7.25095e-05	-7.71886e-06	1.88277e-05	-1.2517e-06
0	-7.9	7.58474e-05	-7.86787e-06	1.89544e-05	-1.1772e-06
0	-7.8	7.78739e-05	-6.22871e-06	1.92673e-05	-1.21445e-06
0	-7.7	7.76653e-05	-4.23196e-06	1.95281e-05	-1.19955e-06
0	-7.6	7.62348e-05	-3.18886e-06	1.98559e-05	-1.1772e-06
0	-7.5	7.42381e-05	-3.78491e-06	2.0139e-05	-1.25916e-06
0	-7.4	7.35228e-05	-6.19891e-06	2.05488e-05	-1.31131e-06
0	-7.3	7.52215e-05	-7.95728e-06	2.09735e-05	-1.29641e-06
0	-7.2	7.88574e-05	-8.58313e-06	2.15099e-05	-1.33366e-06
0	-7.1	8.12416e-05	-7.62945e-06	2.21954e-05	-1.36346e-06
0	-7	8.27019e-05	-5.30484e-06	2.32459e-05	-1.40817e-06
0	-6.9	8.21059e-05	-3.75511e-06	2.38345e-05	-1.49757e-06
0	-6.8	8.14204e-05	-3.6657e-06	2.44902e-05	-1.52738e-06
0	-6.7	8.01091e-05	-5.33464e-06	2.51309e-05	-1.53483e-06
0	-6.6	8.10032e-05	-7.24199e-06	2.5645e-05	-1.65404e-06
0	-6.5	8.34172e-05	-8.97056e-06	2.56525e-05	-1.63914e-06
0	-6.4	8.66954e-05	-8.79174e-06	2.5049e-05	-1.60188e-06
0	-6.3	8.73809e-05	-9.03016e-06	2.42816e-05	-1.54228e-06
0	-6.2	8.94074e-05	-7.51021e-06	2.35738e-05	-1.49757e-06
0	-6.1	9.00333e-05	-5.60287e-06	2.24115e-05	-1.40072e-06
0	-6	8.93776e-05	-4.58959e-06	2.13758e-05	-1.27406e-06
0	-5.9	8.89604e-05	-5.03662e-06	2.06084e-05	-1.26661e-06
0	-5.8	8.8722e-05	-7.00357e-06	1.92822e-05	-1.11014e-06
0	-5.7	8.9467e-05	-9.03016e-06	1.80901e-05	-1.05054e-06
0	-5.6	9.23579e-05	-1.03713e-05	1.71588e-05	-9.90934e-07
0	-5.5	9.50699e-05	-9.92423e-06	1.62722e-05	-9.90934e-07
0	-5.4	9.56659e-05	-7.83807e-06	1.54377e-05	-9.08974e-07
0	-5.3	9.54871e-05	-5.96049e-06	1.48714e-05	-8.34469e-07
0	-5.2	9.55765e-05	-5.21544e-06	1.41934e-05	-8.34469e-07
0	-5.1	9.53083e-05	-5.57306e-06	1.35452e-05	-8.34469e-07
0	-5	9.53083e-05	-6.97377e-06	1.29939e-05	-7.45062e-07
0	-4.9	9.56659e-05	-8.94075e-06	1.25468e-05	-6.40754e-07
0	-4.8	9.91528e-05	-1.08779e-05	1.2301e-05	-6.48204e-07
0	-4.7	0.000103921	-1.07289e-05	1.19657e-05	-6.63105e-07
0	-4.6	0.000107825	-9.507e-06	1.16975e-05	-6.55655e-07
0	-4.5	0.000109792	-8.1957e-06	1.15559e-05	-6.63105e-07
0	-4.4	0.000110388	-7.2718e-06	1.13994e-05	-6.55655e-07
0	-4.3	0.000109762	-6.85456e-06	1.12728e-05	-6.33303e-07
0	-4.2	0.000108451	-8.2851e-06	1.11536e-05	-5.14094e-07
0	-4.1	0.0001086	-1.02521e-05	1.12057e-05	-6.40754e-07
0	-4	0.000110269	-1.18614e-05	1.11089e-05	-5.73698e-07
0	-3.9	0.000111759	-1.23084e-05	1.10269e-05	-5.36445e-07
0	-3.8	0.000112951	-1.17422e-05	1.09673e-05	-5.58797e-07
0	-3.7	0.000114173	-1.01925e-05	1.10716e-05	-5.81149e-07
0	-3.6	0.000113279	-8.2255e-06	1.12281e-05	-5.81149e-07
0	-3.5	0.000111014	-7.2718e-06	1.14665e-05	-6.10951e-07
0	-3.4	0.000108243	-7.24199e-06	1.15857e-05	-5.14094e-07
0	-3.3	0.000105888	-7.98708e-06	1.19135e-05	-6.40754e-07
0	-3.2	0.000103981	-9.5666e-06	1.21594e-05	-5.73698e-07
0	-3.1	0.000104785	-1.15634e-05	1.24574e-05	-5.81149e-07
0	-3	0.000106842	-1.2368e-05	1.28896e-05	-6.03501e-07
0	-2.9	0.000108988	-1.22786e-05	1.30386e-05	-7.2271e-07
0	-2.8	0.000108809	-1.06693e-05	1.34782e-05	-7.89765e-07
0	-2.7	0.000108541	-9.05996e-06	1.3724e-05	-8.04666e-07
0	-2.6	0.000107646	-7.83807e-06	1.37911e-05	-8.86623e-07
0	-2.5	0.000106067	-6.82476e-06	1.37985e-05	-7.89765e-07
0	-2.4	0.000102818	-7.42081e-06	1.41189e-05	-7.37611e-07
0	-2.3	0.000100673	-8.97056e-06	1.42232e-05	-7.97216e-07
0	-2.2	0.00010112	-1.11759e-05	1.38954e-05	-7.74864e-07
0	-2.1	0.000102938	-1.1772e-05	1.37911e-05	-7.89765e-07
0	-2	0.000105709	-1.15634e-05	1.36719e-05	-6.70556e-07
0	-1.9	0.00010565	-1.0103e-05	1.35229e-05	-6.33303e-07
0	-1.8	0.000105083	-8.10629e-06	1.34707e-05	-5.14094e-07
0	-1.7	0.000103474	-7.00357e-06	1.32099e-05	-4.99193e-07
0	-1.6	0.000102282	-7.15259e-06	1.28821e-05	-4.32135e-07
0	-1.5	0.00010115	-8.10629e-06	1.2599e-05	-5.43896e-07
0	-1.4	0.000100881	-9.86463e-06	1.24202e-05	-4.32135e-07
0	-1.3	0.000102103	-1.14143e-05	1.21222e-05	-4.02333e-07
0	-1.2	0.000104726	-1.22488e-05	1.22265e-05	-4.02333e-07
0	-1.1	0.000106931	-1.06693e-05	1.25468e-05	-4.76841e-07
0	-1	0.000106514	-8.10629e-06	1.27331e-05	-5.06643e-07
0	-0.9	0.000105978	-7.3016e-06	1.29194e-05	-6.18402e-07
0	-0.799999999999999	0.000104815	-7.24199e-06	1.35974e-05	-7.00358e-07
0	-0.699999999999999	0.000104309	-8.49372e-06	1.44616e-05	-7.52512e-07
0	-0.6	0.000106127	-1.10865e-05	1.57581e-05	-6.63105e-07
0	-0.5	0.000110686	-1.30833e-05	1.74047e-05	-8.79172e-07
0	-0.399999999999999	0.000120342	-1.4484e-05	1.92524e-05	-9.76033e-07
0	-0.299999999999999	0.000130863	-1.4633e-05	2.20315e-05	-1.10269e-06
0	-0.199999999999999	0.000141741	-1.44542e-05	2.6405e-05	-1.22935e-06
0	-0.0999999999999996	0.00015849	-1.6004e-05	3.36769e-05	-1.66894e-06
0	0	0.000176878	-1.92226e-05	4.29603e-05	-2.57046e-06
0	0.100000000000001	0.000188709	-2.22326e-05	5.15359e-05	-3.32297e-06
0	0.200000000000001	0.000187368	-2.41102e-05	4.97701e-05	-3.27082e-06
0	0.300000000000001	0.000178338	-2.33055e-05	4.0591e-05	-2.51086e-06
0	0.4	0.000162841	-2.12492e-05	3.29243e-05	-1.86265e-06
0	0.5	0.000150026	-1.74941e-05	2.73586e-05	-1.46032e-06
0	0.600000000000001	0.000138701	-1.36495e-05	2.30373e-05	-1.07289e-06
0	0.700000000000001	0.000128062	-1.10269e-05	2.00869e-05	-7.74864e-07
0	0.800000000000001	0.000120938	-9.95403e-06	1.78815e-05	-4.47037e-07
0	0.9	0.000112057	-9.80502e-06	1.62126e-05	-3.6508e-07
0	1	0.00010714	-1.13845e-05	1.48342e-05	-4.61938e-07
0	1.1	0.000106454	-1.28449e-05	1.36868e-05	-4.39586e-07
0	1.2	0.000108183	-1.24276e-05	1.30311e-05	-4.47037e-07
0	1.3	0.000110627	-1.04607e-05	1.24202e-05	-4.61938e-07
0	1.4	0.000111342	-9.14937e-06	1.18688e-05	-4.61938e-07
0	1.5	0.000108511	-7.54002e-06	1.14665e-05	-4.17234e-07
0	1.6	0.00010404	-7.48041e-06	1.14069e-05	-4.09784e-07
0	1.7	0.000102908	-7.2718e-06	1.13994e-05	-3.87432e-07
0	1.8	0.000103057	-9.05996e-06	1.16304e-05	-4.32135e-07
0	1.9	0.000104487	-1.08779e-05	1.2219e-05	-5.06643e-07
0	2	0.000107974	-1.24574e-05	1.28449e-05	-4.61938e-07
0	2.1	0.000110031	-1.21296e-05	1.35601e-05	-4.91742e-07
