# ppms_temperature_set_stable_set	srdc_volt_set	lockin1_X	lockin1_Y	lockin2_X	lockin2_Y
# "Temperature"	"volt"	"X"	"Y"	"X"	"Y"
# 19	641
2	-8	7.43199e-07	-5.40169e-08	8.79172e-07	-3.91158e-08
2	-7.975	7.581e-07	-7.45064e-09	8.8802e-07	-5.96051e-08
2	-7.95	7.13397e-07	-4.8429e-08	8.91279e-07	-5.68109e-08
2	-7.925	7.07809e-07	-2.51458e-08	8.61943e-07	-5.96051e-08
2	-7.9	7.45993e-07	-3.25965e-08	8.76844e-07	-4.88947e-08
2	-7.875	7.76727e-07	-5.40169e-08	9.27601e-07	-7.45063e-08
2	-7.85	7.30161e-07	-4.28411e-08	9.20616e-07	-1.07103e-08
2	-7.825	7.29229e-07	-1.02446e-08	8.90814e-07	-3.95814e-08
2	-7.8	7.54375e-07	-2.98025e-08	9.0199e-07	-7.17123e-08
2	-7.775	7.54375e-07	-6.7987e-08	8.74981e-07	-6.84527e-08
2	-7.75	7.21779e-07	-5.40169e-08	9.22479e-07	-7.0781e-08
2	-7.725	7.10603e-07	-4.19097e-08	9.19219e-07	-7.68346e-08
2	-7.7	7.38542e-07	-3.35278e-08	9.28532e-07	-4.79633e-08
2	-7.675	7.45993e-07	-6.05364e-08	9.13165e-07	-8.38195e-08
2	-7.65	7.21779e-07	-5.58796e-09	9.52281e-07	-6.75213e-08
2	-7.625	7.41336e-07	-4.93603e-08	9.11768e-07	-4.61007e-08
2	-7.6	7.4413e-07	-4.93603e-08	9.61132e-07	-6.19334e-08
2	-7.575	7.64619e-07	-5.02916e-08	9.45296e-07	-8.05599e-08
2	-7.55	7.57169e-07	-4.8429e-08	9.62063e-07	-7.77659e-08
2	-7.525	7.54375e-07	-1.15484e-07	9.52747e-07	-7.2178e-08
2	-7.5	7.39474e-07	-6.42617e-08	9.67651e-07	-5.77422e-08
2	-7.475	7.53444e-07	-3.16652e-08	9.82553e-07	-7.63689e-08
2	-7.45	7.32023e-07	-3.44592e-08	9.70445e-07	-4.05128e-08
2	-7.425	7.51581e-07	-2.79398e-09	9.83484e-07	-7.73002e-08
2	-7.4	7.45993e-07	-2.79398e-08	9.60201e-07	-4.79633e-08
2	-7.375	7.75795e-07	-6.23991e-08	1.03052e-06	-9.08044e-08
2	-7.35	7.46924e-07	-3.81845e-08	9.97454e-07	-8.61478e-08
2	-7.325	7.3668e-07	-3.63218e-08	9.87209e-07	-8.33538e-08
2	-7.3	7.581e-07	-4.37724e-08	1.00304e-06	-5.30856e-08
2	-7.275	7.2271e-07	-8.28882e-08	9.96522e-07	-8.24225e-08
2	-7.25	7.4413e-07	-5.21543e-08	1.01561e-06	-7.40406e-08
2	-7.225	7.15259e-07	-7.63689e-08	1.03657e-06	-1.01049e-07
2	-7.2	7.30161e-07	-3.35278e-08	1.0701e-06	-6.42617e-08
2	-7.175	7.02221e-07	-6.98496e-08	1.05613e-06	-7.2178e-08
2	-7.15	6.96633e-07	-4.00471e-08	1.0701e-06	-7.40406e-08
2	-7.125	7.52512e-07	-5.21543e-08	1.07522e-06	-6.56587e-08
2	-7.1	7.09671e-07	0	1.07568e-06	-6.10021e-08
2	-7.075	7.41336e-07	-2.60771e-08	1.12458e-06	-9.63923e-08
2	-7.05	7.63688e-07	-4.09784e-08	1.14647e-06	-6.5193e-08
2	-7.025	7.46924e-07	-3.07339e-08	1.13808e-06	-1.05706e-07
2	-7	7.33886e-07	-2.42145e-08	1.17021e-06	-1.1269e-07
2	-6.975	7.05946e-07	-2.79398e-09	1.18092e-06	-9.03387e-08
2	-6.95	7.26435e-07	-3.35278e-08	1.20374e-06	-8.33538e-08
2	-6.925	7.39474e-07	-9.31328e-09	1.2382e-06	-1.10362e-07
2	-6.9	7.14328e-07	-6.42617e-08	1.23727e-06	-1.03377e-07
2	-6.875	7.18053e-07	-1.67639e-08	1.25124e-06	-7.91629e-08
2	-6.85	7.15259e-07	4.8429e-08	1.28244e-06	-1.02446e-07
2	-6.825	7.32955e-07	-3.16652e-08	1.29781e-06	-8.28882e-08
2	-6.8	8.06529e-07	-7.63689e-08	1.34577e-06	-9.4064e-08
2	-6.775	7.32955e-07	-4.74977e-08	1.35322e-06	-8.61478e-08
2	-6.75	7.24573e-07	-1.76952e-08	1.34204e-06	-8.00942e-08
2	-6.725	7.45062e-07	-4.28411e-08	1.40956e-06	-7.59032e-08
2	-6.7	7.41336e-07	-5.1223e-08	1.38162e-06	-1.12225e-07
2	-6.675	7.31092e-07	-1.86266e-08	1.4254e-06	-1.03377e-07
2	-6.65	7.57169e-07	-9.31327e-08	1.42121e-06	-1.02446e-07
2	-6.625	7.63688e-07	-5.40169e-08	1.39513e-06	-1.07103e-07
2	-6.6	7.23641e-07	-3.81845e-08	1.40677e-06	-8.24225e-08
2	-6.575	7.47856e-07	-4.00471e-08	1.3602e-06	-1.04309e-07
2	-6.55	7.45062e-07	-3.16652e-08	1.31131e-06	-9.4064e-08
2	-6.525	7.30161e-07	-2.32832e-08	1.30386e-06	-1.24332e-07
2	-6.5	7.62757e-07	-4.00471e-08	1.24612e-06	-1.34111e-07
2	-6.475	7.54375e-07	-5.40169e-08	1.22656e-06	-5.96051e-08
2	-6.45	7.33886e-07	-1.49013e-08	1.18092e-06	-1.04774e-07
2	-6.425	7.35748e-07	-7.35749e-08	1.11713e-06	-8.80104e-08
2	-6.4	7.92559e-07	-4.65664e-08	1.1134e-06	-8.56821e-08
2	-6.375	7.71139e-07	-5.30856e-08	1.06684e-06	-1.13156e-07
2	-6.35	7.49718e-07	-3.72531e-08	1.05426e-06	-3.39935e-08
2	-6.325	7.65551e-07	-2.14205e-08	1.00956e-06	-8.05599e-08
2	-6.3	7.73933e-07	-5.1223e-08	1.02307e-06	-8.70791e-08
2	-6.275	7.91628e-07	-3.25965e-08	9.84415e-07	-6.00708e-08
2	-6.25	7.69276e-07	-5.30856e-08	9.94194e-07	-9.63923e-08
2	-6.225	7.581e-07	-3.35278e-08	9.64392e-07	-6.9384e-08
2	-6.2	7.79521e-07	-7.82316e-08	9.29464e-07	-6.7987e-08
2	-6.175	8.0001e-07	-5.21543e-08	9.33189e-07	-6.56587e-08
2	-6.15	8.02804e-07	-2.98025e-08	9.25738e-07	-9.12701e-08
2	-6.125	8.26087e-07	-5.21543e-08	9.22013e-07	-6.56587e-08
2	-6.1	7.81383e-07	-3.63218e-08	9.14562e-07	-7.73002e-08
2	-6.075	8.36331e-07	-5.68109e-08	9.08509e-07	-6.14677e-08
2	-6.05	8.01872e-07	-2.51458e-08	9.13631e-07	-5.16886e-08
2	-6.025	8.31675e-07	-6.89183e-08	9.15028e-07	-7.31093e-08
2	-6	8.14911e-07	-2.88711e-08	8.67065e-07	-6.19334e-08
2	-5.975	8.54026e-07	-6.61244e-08	8.8802e-07	-3.67875e-08
2	-5.95	8.34469e-07	-3.35278e-08	9.03852e-07	-4.05128e-08
2	-5.925	8.64271e-07	-9.31327e-08	8.64271e-07	-6.56587e-08
2	-5.9	8.65202e-07	-8.28882e-08	8.92676e-07	-4.37724e-08
2	-5.875	8.40057e-07	-2.04892e-08	8.81966e-07	-5.02916e-08
2	-5.85	8.47507e-07	-3.63218e-08	8.78241e-07	-3.91158e-08
2	-5.825	8.7731e-07	-2.70085e-08	8.79172e-07	-7.31093e-08
2	-5.8	8.89417e-07	-4.28411e-08	8.62874e-07	-5.49483e-08
2	-5.775	8.89417e-07	-5.40169e-08	8.91745e-07	-9.5461e-08
2	-5.75	9.42502e-07	-6.05364e-08	9.00127e-07	-5.91392e-08
2	-5.725	9.30395e-07	-4.00471e-08	8.74981e-07	-5.96051e-08
2	-5.7	9.31326e-07	-3.53905e-08	8.65668e-07	-6.9384e-08
2	-5.675	9.3412e-07	-7.73002e-08	8.98264e-07	-5.40169e-08
2	-5.65	9.49953e-07	-6.98496e-08	8.71256e-07	-7.31093e-08
2	-5.625	9.90934e-07	-8.56821e-08	8.74516e-07	-6.14677e-08
2	-5.6	9.9466e-07	-4.8429e-08	8.86623e-07	-6.23991e-08
2	-5.575	9.92797e-07	-8.00942e-08	9.10837e-07	-7.40406e-08
2	-5.55	9.90003e-07	-6.7987e-08	9.01524e-07	-8.33538e-08
2	-5.525	1.00397e-06	-6.5193e-08	8.96402e-07	-6.10021e-08
2	-5.5	1.0375e-06	-7.73002e-08	9.36914e-07	-6.10021e-08
2	-5.475	1.04029e-06	-6.42617e-08	9.47624e-07	-7.54376e-08
2	-5.45	1.06637e-06	-5.40169e-08	9.41571e-07	-9.4064e-08
2	-5.425	1.10456e-06	-4.5635e-08	9.69514e-07	-6.70557e-08
2	-5.4	1.1297e-06	-9.6858e-08	1.00258e-06	-6.37961e-08
2	-5.375	1.11666e-06	-5.40169e-08	9.8395e-07	-6.10021e-08
2	-5.35	1.1921e-06	-8.00942e-08	1.03331e-06	-4.9826e-08
2	-5.325	1.18558e-06	-5.68109e-08	1.06637e-06	-8.14912e-08
2	-5.3	1.23122e-06	-1.46219e-07	1.02632e-06	-1.04774e-07
2	-5.275	1.29175e-06	-8.38195e-08	1.04355e-06	-9.12701e-08
2	-5.25	1.31503e-06	-8.75448e-08	1.07289e-06	-1.02446e-07
2	-5.225	1.36719e-06	-6.89183e-08	1.11294e-06	-9.77893e-08
2	-5.2	1.4063e-06	-1.23867e-07	1.14227e-06	-1.07103e-07
2	-5.175	1.4566e-06	-1.52738e-07	1.15531e-06	-1.04774e-07
2	-5.15	1.49757e-06	-6.14677e-08	1.16183e-06	-1.00583e-07
2	-5.125	1.50596e-06	-8.47508e-08	1.22144e-06	-8.75448e-08
